"Timestamp (S)","Arc Main Current (A)","Arc Main Voltage (V)","Arc Main Energy (J)"
"0","4.967e-06","4.508","5.597809e-09"
"0.00025","4.967e-06","","5.597809e-09"
"0.0005","5.005e-06","","1.123844e-08"
"0.00075","5.067e-06","","1.694895e-08"
"0.001","5.09e-06","4.508","2.268538e-08"
"0.00125","4.75e-06","","2.803745e-08"
"0.0015","5.015e-06","","3.36881e-08"
"0.00175","5.393e-06","","3.976466e-08"
"0.002","5.142e-06","4.507","4.555841e-08"
"0.00225","5.525e-06","","5.177265e-08"
"0.0025","9.935e-06","","6.294704e-08"
"0.00275","2.7704e-05","","9.410712e-08"
"0.003","6.7934e-05","4.499","1.705159e-07"
"0.00325","0.000211617","","4.081089e-07"
"0.0035","0.000293571","","7.377157e-07"
"0.00375","0.00036472","","1.147205e-06"
"0.004","0.000420639","4.491","1.619478e-06"
"0.00425","0.000473594","","2.152152e-06"
"0.0045","0.000538796","","2.758163e-06"
"0.00475","0.000624012","","3.460021e-06"
"0.005","0.00072512","4.499","4.275599e-06"
"0.00525","0.000900851","","5.293561e-06"
"0.0055","0.000902968","","6.313915e-06"
"0.00575","0.000811017","","7.230364e-06"
"0.006","0.00063522","4.52","7.948163e-06"
"0.00625","0.000193877","","8.167535e-06"
"0.0065","2.2703e-05","","8.193223e-06"
"0.00675","-7.789e-05","","8.10509e-06"
"0.007","-0.000108095","4.526","7.982781e-06"
"0.00725","-4.6867e-05","","7.929938e-06"
"0.0075","-9.761e-06","","7.918933e-06"
"0.00775","7.695e-06","","7.927609e-06"
"0.008","3.374e-06","4.51","7.931413e-06"
"0.00825","-3.6005e-05","","7.890836e-06"
"0.0085","-4.7643e-05","","7.837142e-06"
"0.00875","-4.5638e-05","","7.785708e-06"
"0.009","-3.108e-05","4.508","7.750681e-06"
"0.00925","9.742e-06","","7.76166e-06"
"0.0095","2.2055e-05","","7.786516e-06"
"0.00975","2.5473e-05","","7.815224e-06"
"0.01","2.0836e-05","4.508","7.838706e-06"
"0.01025","1.2096e-05","","7.852338e-06"
"0.0105","3.478e-06","","7.856258e-06"
"0.01075","-1.329e-06","","7.85476e-06"
"0.011","-2.312e-06","4.508","7.852155e-06"
"0.01125","4.452e-06","","7.857172e-06"
"0.0115","8.531e-06","","7.866786e-06"
"0.01175","1.0342e-05","","7.878442e-06"
"0.012","1.0106e-05","4.508","7.889831e-06"
"0.01225","5.355e-06","","7.895866e-06"
"0.0125","3.469e-06","","7.899776e-06"
"0.01275","2.221e-06","","7.902279e-06"
"0.013","2.713e-06","4.508","7.905337e-06"
"0.01325","4.939e-06","","7.910902e-06"
"0.0135","6.367e-06","","7.918076e-06"
"0.01375","6.679e-06","","7.925601e-06"
"0.014","6.277e-06","4.507","7.932674e-06"
"0.01425","4.712e-06","","7.937984e-06"
"0.0145","4.4e-06","","7.942943e-06"
"0.01475","4.136e-06","","7.947604e-06"
"0.015","4.4e-06","4.508","7.952563e-06"
"0.01525","4.651e-06","","7.957805e-06"
"0.0155","5.331e-06","","7.963813e-06"
"0.01575","5.762e-06","","7.970307e-06"
"0.016","5.544e-06","4.508","7.976555e-06"
"0.01625","5.043e-06","","7.982238e-06"
"0.0165","5.105e-06","","7.987991e-06"
"0.01675","5.081e-06","","7.993718e-06"
"0.017","4.712e-06","4.508","7.999028e-06"
"0.01725","4.651e-06","","8.00427e-06"
"0.0175","5.128e-06","","8.010049e-06"
"0.01775","4.977e-06","","8.015658e-06"
"0.018","5.218e-06","4.508","8.021539e-06"
"0.01825","4.915e-06","","8.027078e-06"
"0.0185","5.407e-06","","8.033172e-06"
"0.01875","5.081e-06","","8.038898e-06"
"0.019","4.651e-06","4.508","8.04414e-06"
"0.01925","5.043e-06","","8.049823e-06"
"0.0195","4.863e-06","","8.055304e-06"
"0.01975","4.826e-06","","8.060743e-06"
"0.02","5.09e-06","4.508","8.066479e-06"
"0.02025","5.029e-06","","8.072147e-06"
"0.0205","4.901e-06","","8.07767e-06"
"0.02075","5.043e-06","","8.083354e-06"
"0.021","5.369e-06","4.508","8.089405e-06"
"0.02125","5.279e-06","","8.095354e-06"
"0.0215","5.331e-06","","8.101362e-06"
"0.02175","5.27e-06","","8.107301e-06"
"0.022","5.09e-06","4.508","8.113038e-06"
"0.02225","5.119e-06","","8.118807e-06"
"0.0225","4.991e-06","","8.124432e-06"
"0.02275","5.005e-06","","8.130072e-06"
"0.023","4.901e-06","4.508","8.135596e-06"
"0.02325","5.105e-06","","8.141349e-06"
"0.0235","5.128e-06","","8.147128e-06"
"0.02375","4.939e-06","","8.152695e-06"
"0.024","5.308e-06","4.508","8.158677e-06"
"0.02425","5.393e-06","","8.164755e-06"
"0.0245","5.09e-06","","8.170491e-06"
"0.02475","5.157e-06","","8.176303e-06"
"0.025","5.043e-06","4.508","8.181987e-06"
"0.02525","5.194e-06","","8.18784e-06"
"0.0255","4.84e-06","","8.193295e-06"
"0.02575","4.854e-06","","8.198765e-06"
"0.026","5.119e-06","4.508","8.204534e-06"
"0.02625","4.764e-06","","8.209903e-06"
"0.0265","5.105e-06","","8.215657e-06"
"0.02675","4.613e-06","","8.220856e-06"
"0.027","5.128e-06","4.508","8.226635e-06"
"0.02725","4.689e-06","","8.231919e-06"
"0.0275","5.142e-06","","8.237714e-06"
"0.02775","4.627e-06","","8.242929e-06"
"0.028","5.043e-06","4.508","8.248613e-06"
"0.02825","4.892e-06","","8.254126e-06"
"0.0285","5.18e-06","","8.259964e-06"
"0.02875","5.105e-06","","8.265717e-06"
"0.029","5.119e-06","4.508","8.271486e-06"
"0.02925","4.901e-06","","8.27701e-06"
"0.0295","5.256e-06","","8.282933e-06"
"0.02975","5.317e-06","","8.288925e-06"
"0.03","5.005e-06","4.508","8.294566e-06"
"0.03025","5.081e-06","","8.300292e-06"
"0.0305","5.142e-06","","8.306087e-06"
"0.03075","5.09e-06","","8.311824e-06"
"0.031","5.204e-06","4.508","8.317689e-06"
"0.03125","4.892e-06","","8.323202e-06"
"0.0315","5.142e-06","","8.328997e-06"
"0.03175","4.854e-06","","8.334467e-06"
"0.032","5.105e-06","4.508","8.340221e-06"
"0.03225","5.194e-06","","8.346074e-06"
"0.0325","5.279e-06","","8.352024e-06"
"0.03275","5.459e-06","","8.358176e-06"
"0.033","5.005e-06","4.508","8.363817e-06"
"0.03325","5.081e-06","","8.369543e-06"
"0.0335","5.053e-06","","8.375238e-06"
"0.03375","5.331e-06","","8.381246e-06"
"0.034","5.015e-06","4.508","8.386898e-06"
"0.03425","5.119e-06","","8.392667e-06"
"0.0345","4.967e-06","","8.398265e-06"
"0.03475","5.142e-06","","8.40406e-06"
"0.035","5.459e-06","4.508","8.410212e-06"
"0.03525","5.218e-06","","8.416093e-06"
"0.0355","4.901e-06","","8.421616e-06"
"0.03575","4.953e-06","","8.427198e-06"
"0.036","4.991e-06","4.508","8.432823e-06"
"0.03625","5.407e-06","","8.438915e-06"
"0.0365","4.939e-06","","8.44448e-06"
"0.03675","4.939e-06","","8.450045e-06"
"0.037","4.854e-06","4.507","8.455515e-06"
"0.03725","5.053e-06","","8.461209e-06"
"0.0375","4.854e-06","","8.46668e-06"
"0.03775","4.967e-06","","8.472278e-06"
"0.038","4.93e-06","4.508","8.477834e-06"
"0.03825","4.967e-06","","8.483431e-06"
"0.0385","5.218e-06","","8.489312e-06"
"0.03875","5.029e-06","","8.49498e-06"
"0.039","4.778e-06","4.508","8.500365e-06"
"0.03925","4.986e-06","","8.505979e-06"
"0.0395","4.75e-06","","8.511327e-06"
"0.03975","4.911e-06","","8.516857e-06"
"0.04","4.911e-06","4.504","8.522387e-06"
"0.04025","1.0465e-05","","8.534157e-06"
"0.0405","2.8611e-05","","8.566338e-06"
"0.04075","7.0477e-05","","8.645607e-06"
"0.041","0.000135316","4.499","8.797803e-06"
"0.04125","0.000297712","","9.131836e-06"
"0.0415","0.000366932","","9.543534e-06"
"0.04175","0.000415827","","1.001009e-05"
"0.042","0.000453358","4.488","1.051876e-05"
"0.04225","0.000566373","","1.115692e-05"
"0.0425","0.000658438","","1.189882e-05"
"0.04275","0.000765667","","1.276153e-05"
"0.043","0.000865064","4.507","1.373624e-05"
"0.04325","0.000879915","","1.473121e-05"
"0.0435","0.000749208","","1.557837e-05"
"0.04375","0.000546336","","1.619614e-05"
"0.044","0.00031686","4.523","1.655443e-05"
"0.04425","-3.1146e-05","","1.651921e-05"
"0.0445","-0.000100215","","1.640586e-05"
"0.04475","-0.000105154","","1.628693e-05"
"0.045","-7.2142e-05","4.524","1.620534e-05"
"0.04525","-2.9586e-05","","1.617198e-05"
"0.0455","2.88e-07","","1.617231e-05"
"0.04575","8.276e-06","","1.618164e-05"
"0.046","-2.874e-06","4.51","1.61784e-05"
"0.04625","-4.1195e-05","","1.613197e-05"
"0.0465","-4.7794e-05","","1.607811e-05"
"0.04675","-4.0826e-05","","1.60321e-05"
"0.047","-2.3233e-05","4.508","1.600591e-05"
"0.04725","1.5305e-05","","1.602316e-05"
"0.0475","2.3483e-05","","1.604963e-05"
"0.04775","2.4045e-05","","1.607673e-05"
"0.048","1.7286e-05","4.508","1.609621e-05"
"0.04825","1.186e-06","","1.609754e-05"
"0.0485","-2.061e-06","","1.609522e-05"
"0.04875","-1.168e-06","","1.60939e-05"
"0.049","1.904e-06","4.508","1.609605e-05"
"0.04925","9.363e-06","","1.61066e-05"
"0.0495","1.0673e-05","","1.611863e-05"
"0.04975","9.387e-06","","1.612921e-05"
"0.05","7.033e-06","4.508","1.613714e-05"
"0.05025","2.486e-06","","1.613994e-05"
"0.0505","2.056e-06","","1.614225e-05"
"0.05075","2.547e-06","","1.614512e-05"
"0.051","4.136e-06","4.507","1.614978e-05"
"0.05125","6.277e-06","","1.615686e-05"
"0.0515","6.225e-06","","1.616387e-05"
"0.05175","6.111e-06","","1.617076e-05"
"0.052","5.369e-06","4.508","1.617681e-05"
"0.05225","4.514e-06","","1.61819e-05"
"0.0525","4.263e-06","","1.61867e-05"
"0.05275","4.452e-06","","1.619172e-05"
"0.053","4.939e-06","4.508","1.619729e-05"
"0.05325","5.407e-06","","1.620338e-05"
"0.0535","5.658e-06","","1.620976e-05"
"0.05375","5.27e-06","","1.62157e-05"
"0.054","5.128e-06","4.508","1.622148e-05"
"0.05425","4.93e-06","","1.622703e-05"
"0.0545","4.863e-06","","1.623251e-05"
"0.05475","4.878e-06","","1.623801e-05"
"0.055","4.915e-06","4.508","1.624355e-05"
"0.05525","4.703e-06","","1.624885e-05"
"0.0555","4.741e-06","","1.625419e-05"
"0.05575","5.128e-06","","1.625997e-05"
"0.056","4.892e-06","4.508","1.626548e-05"
"0.05625","4.637e-06","","1.627071e-05"
"0.0565","4.967e-06","","1.627631e-05"
"0.05675","5.119e-06","","1.628208e-05"
"0.057","4.901e-06","4.508","1.62876e-05"
"0.05725","4.953e-06","","1.629318e-05"
"0.0575","4.915e-06","","1.629872e-05"
"0.05775","5.355e-06","","1.630476e-05"
"0.058","5.157e-06","4.508","1.631057e-05"
"0.05825","5.242e-06","","1.631648e-05"
"0.0585","4.75e-06","","1.632183e-05"
"0.05875","4.878e-06","","1.632733e-05"
"0.059","4.977e-06","4.508","1.633294e-05"
"0.05925","4.967e-06","","1.633853e-05"
"0.0595","5.029e-06","","1.63442e-05"
"0.05975","4.863e-06","","1.634968e-05"
"0.06","5.043e-06","4.507","1.635536e-05"
"0.06025","5.161e-06","","1.636117e-05"
"0.0605","8.286e-06","","1.637049e-05"
"0.06075","2.3577e-05","","1.6397e-05"
"0.061","5.9544e-05","4.499","1.646398e-05"
"0.06125","0.000198098","","1.668634e-05"
"0.0615","0.000281258","","1.700205e-05"
"0.06175","0.000353891","","1.73993e-05"
"0.062","0.000452219","4.49","1.790691e-05"
"0.06225","0.0004311643","","1.839068e-05"
"0.0625","0.0004101095","","1.885082e-05"
"0.06275","0.0003890547","","1.928734e-05"
"0.063","0.000368","4.488","1.970024e-05"
"0.06325","0.000471","","2.023094e-05"
"0.0635","0.000574","","2.087769e-05"
"0.06375","0.000677","","2.16405e-05"
"0.064","0.00078","4.507","2.251936e-05"
"0.06425","0.00841075","","3.199618e-05"
"0.0645","0.0160415","","5.007094e-05"
"0.06475","0.02367225","","7.674365e-05"
"0.065","0.031303","4.507","0.0001120143"
"0.06525","0.02955","","0.0001453172"
"0.0655","0.027797","","0.0001766444"
"0.06575","0.026044","","0.000205996"
"0.066","0.024291","4.508","0.0002333719"
"0.06625","0.02416725","","0.0002606084"
"0.0665","0.0240435","","0.0002877054"
"0.06675","0.02391975","","0.000314663"
"0.067","0.023796","4.508","0.0003414811"
"0.06725","0.023796","","0.0003682992"
"0.0675","0.023796","","0.0003951173"
"0.06775","0.023796","","0.0004219354"
"0.068","0.023796","4.508","0.0004487534"
"0.06825","0.02375475","","0.0004755251"
"0.0685","0.0237135","","0.0005022502"
"0.06875","0.02367225","","0.0005289288"
"0.069","0.023631","4.508","0.0005555609"
"0.06925","0.021383","","0.0005796596"
"0.0695","0.019135","","0.0006012247"
"0.06975","0.016887","","0.0006202564"
"0.07","0.014639","4.508","0.0006367545"
"0.07025","0.01298925","","0.0006513902"
"0.0705","0.0113395","","0.0006641669"
"0.07075","0.00968975","","0.0006750849"
"0.071","0.00804","4.507","0.0006841439"
"0.07125","0.00801925","","0.0006931816"
"0.0715","0.0079985","","0.0007021959"
"0.07175","0.00797775","","0.0007111869"
"0.072","0.007957","4.508","0.0007201544"
"0.07225","0.007957","","0.0007291219"
"0.0725","0.007957","","0.0007380895"
"0.07275","0.007957","","0.000747057"
"0.073","0.007957","4.508","0.0007560246"
"0.07325","0.007957","","0.0007649921"
"0.0735","0.007957","","0.0007739596"
"0.07375","0.007957","","0.0007829272"
"0.074","0.007957","4.508","0.0007918947"
"0.07425","0.0079365","","0.0008008391"
"0.0745","0.007916","","0.0008097605"
"0.07475","0.0078955","","0.0008186587"
"0.075","0.007875","4.508","0.0008275338"
"0.07525","0.00791625","","0.0008364535"
"0.0755","0.0079575","","0.0008454196"
"0.07575","0.00799875","","0.0008544322"
"0.076","0.00804","4.507","0.0008634912"
"0.07625","0.00801925","","0.0008725269"
"0.0765","0.0079985","","0.0008815392"
"0.07675","0.00797775","","0.0008905282"
"0.077","0.007957","4.507","0.0008994937"
"0.07725","0.007957","","0.0009084593"
"0.0775","0.007957","","0.0009174248"
"0.07775","0.007957","","0.0009263904"
"0.078","0.007957","4.507","0.0009353559"
"0.07825","0.0079365","","0.0009443004"
"0.0785","0.007916","","0.0009532217"
"0.07875","0.0078955","","0.0009621199"
"0.079","0.007875","4.508","0.000970995"
"0.07925","0.007875","","0.0009798702"
"0.0795","0.007875","","0.0009887453"
"0.07975","0.007875","","0.0009976204"
"0.08","0.007875","4.508","0.001006496"
"0.08025","0.007875","","0.001015369"
"0.0805","0.007875","","0.001024242"
"0.08075","0.007875","","0.001033115"
"0.081","0.007875","4.507","0.001041988"
"0.08125","0.00799875","","0.001051003"
"0.0815","0.0081225","","0.001060157"
"0.08175","0.00824625","","0.00106945"
"0.082","0.00837","4.508","0.001078883"
"0.08225","0.00837","","0.001088316"
"0.0825","0.00837","","0.001097749"
"0.08275","0.00837","","0.001107182"
"0.083","0.00837","4.508","0.001116615"
"0.08325","0.00843175","","0.001126118"
"0.0835","0.0084935","","0.00113569"
"0.08375","0.00855525","","0.001145332"
"0.084","0.008617","4.508","0.001155043"
"0.08425","0.00857575","","0.001164708"
"0.0845","0.0085345","","0.001174326"
"0.08475","0.00849325","","0.001183898"
"0.085","0.008452","4.508","0.001193424"
"0.08525","0.00830775","","0.001202787"
"0.0855","0.0081635","","0.001211987"
"0.08575","0.00801925","","0.001221025"
"0.086","0.007875","4.508","0.0012299"
"0.08625","0.0078955","","0.001238796"
"0.0865","0.007916","","0.001247715"
"0.08675","0.0079365","","0.001256658"
"0.087","0.007957","4.507","0.001265623"
"0.08725","0.00797775","","0.001274614"
"0.0875","0.0079985","","0.001283628"
"0.08775","0.00801925","","0.001292666"
"0.088","0.00804","4.508","0.001301727"
"0.08825","0.00799875","","0.00131074"
"0.0885","0.0079575","","0.001319706"
"0.08875","0.00791625","","0.001328626"
"0.089","0.007875","4.507","0.001337499"
"0.08925","0.007875","","0.001346372"
"0.0895","0.007875","","0.001355245"
"0.08975","0.007875","","0.001364118"
"0.09","0.007875","4.507","0.001372991"
"0.09025","0.00791625","","0.001381913"
"0.0905","0.0079575","","0.001390881"
"0.09075","0.00799875","","0.001399896"
"0.091","0.00804","4.508","0.001408957"
"0.09125","0.00801925","","0.001417992"
"0.0915","0.0079985","","0.001427005"
"0.09175","0.00797775","","0.001435994"
"0.092","0.007957","4.507","0.001444959"
"0.09225","0.007627","","0.001453555"
"0.0925","0.007297","","0.001461779"
"0.09275","0.006967","","0.00146963"
"0.093","0.006637","4.508","0.00147711"
"0.09325","0.006637","","0.00148459"
"0.0935","0.006637","","0.00149207"
"0.09375","0.006637","","0.00149955"
"0.094","0.006637","4.508","0.00150703"
"0.09425","0.0066165","","0.001514515"
"0.0945","0.006596","","0.001521977"
"0.09475","0.0065755","","0.001529415"
"0.095","0.006555","4.525","0.00153683"
"0.09525","0.00636925","","0.001544012"
"0.0955","0.0061835","","0.001550984"
"0.09575","0.00599775","","0.001557746"
"0.096","0.005812","4.51","0.001564299"
"0.09625","0.00593575","","0.001570909"
"0.0965","0.0060595","","0.001577656"
"0.09675","0.00618325","","0.001584541"
"0.097","0.006307","4.454","0.001591564"
"0.09725","0.0062865","","0.001598548"
"0.0975","0.006266","","0.00160551"
"0.09775","0.0062455","","0.001612448"
"0.098","0.006225","4.444","0.001619364"
"0.09825","0.00702925","","0.001627188"
"0.0985","0.0078335","","0.001635907"
"0.09875","0.00863775","","0.00164552"
"0.099","0.009442","4.452","0.001656029"
"0.09925","0.009705823","","0.001666951"
"0.0995","0.00961614","","0.001677771"
"0.09975","0.009597299","","0.001688571"
"0.1","0.009645333","4.501","0.001699424"
"0.10025","0.009820553","","0.00171047"
"0.1005","0.009880556","","0.001721583"
"0.10075","0.009899875","","0.001732718"
"0.101","0.009888715","4.499","0.00174384"
"0.10125","0.009873296","","0.001754938"
"0.1015","0.009906422","","0.001766073"
"0.10175","0.009970617","","0.00177728"
"0.102","0.01004992","4.496","0.001788576"
"0.10225","0.01008369","","0.001799854"
"0.1025","0.01011746","","0.001811171"
"0.10275","0.01015123","","0.001822525"
"0.103","0.010185","4.474","0.001833917"
"0.10325","0.010185","","0.001845393"
"0.1035","0.010185","","0.001856869"
"0.10375","0.010185","","0.001868345"
"0.104","0.010185","4.507","0.00187982"
"0.10425","0.01148425","","0.00189276"
"0.1045","0.0127835","","0.001907164"
"0.10475","0.01408275","","0.001923032"
"0.105","0.015382","4.507","0.001940364"
"0.10525","0.01688725","","0.001959396"
"0.1055","0.0183925","","0.001980124"
"0.10575","0.01989775","","0.002002549"
"0.106","0.021403","4.508","0.00202667"
"0.10625","0.0213825","","0.002050768"
"0.1065","0.021362","","0.002074843"
"0.10675","0.0213415","","0.002098895"
"0.107","0.021321","4.508","0.002122924"
"0.10725","0.02136225","","0.002146999"
"0.1075","0.0214035","","0.002171121"
"0.10775","0.02144475","","0.002195289"
"0.108","0.021486","4.508","0.002219503"
"0.10825","0.0212385","","0.002243439"
"0.1085","0.020991","","0.002267096"
"0.10875","0.0207435","","0.002290474"
"0.109","0.020496","4.508","0.002313573"
"0.10925","0.01909375","","0.002335096"
"0.1095","0.0176915","","0.002355039"
"0.10975","0.01628925","","0.002373401"
"0.11","0.014887","4.509","0.002390183"
"0.11025","0.014887","","0.00240696"
"0.1105","0.014887","","0.002423738"
"0.11075","0.014887","","0.002440516"
"0.111","0.014887","4.508","0.002457293"
"0.11125","0.014887","","0.002474071"
"0.1115","0.014887","","0.002490849"
"0.11175","0.014887","","0.002507626"
"0.112","0.014887","4.508","0.002524404"
"0.11225","0.014887","","0.002541178"
"0.1125","0.014887","","0.002557952"
"0.11275","0.014887","","0.002574726"
"0.113","0.014887","4.507","0.0025915"
"0.11325","0.014887","","0.002608273"
"0.1135","0.014887","","0.002625047"
"0.11375","0.014887","","0.002641821"
"0.114","0.014887","4.507","0.002658595"
"0.11425","0.014887","","0.002675373"
"0.1145","0.014887","","0.002692151"
"0.11475","0.014887","","0.002708928"
"0.115","0.014887","4.508","0.002725706"
"0.11525","0.01453625","","0.002742088"
"0.1155","0.0141855","","0.002758075"
"0.11575","0.01383475","","0.002773667"
"0.116","0.013484","4.508","0.002788863"
"0.11625","0.0123085","","0.002802735"
"0.1165","0.011133","","0.002815282"
"0.11675","0.0099575","","0.002826504"
"0.117","0.008782","4.508","0.002836401"
"0.11725","0.0065755","","0.002843812"
"0.1175","0.004369","","0.002848736"
"0.11775","0.0021625","","0.002851173"
"0.118","-4.4e-05","4.508","0.002851123"
"0.11825","-2.35e-05","","0.002851097"
"0.1185","-3e-06","","0.002851094"
"0.11875","1.75e-05","","0.002851113"
"0.119","3.8e-05","4.508","0.002851156"
"0.11925","1.75e-05","","0.002851176"
"0.1195","-3e-06","","0.002851172"
"0.11975","-2.35e-05","","0.002851146"
"0.12","-4.4e-05","4.508","0.002851096"
"0.12025","-2.75e-06","","0.002851093"
"0.1205","3.85e-05","","0.002851137"
"0.12075","7.975e-05","","0.002851227"
"0.121","0.000121","4.508","0.002851363"
"0.12125","0.000121","","0.002851499"
"0.1215","0.000121","","0.002851636"
"0.12175","0.000121","","0.002851772"
"0.122","0.000121","4.508","0.002851908"
"0.12225","0.00010025","","0.002852021"
"0.1225","7.95e-05","","0.002852111"
"0.12275","5.875e-05","","0.002852177"
"0.123","3.8e-05","4.508","0.00285222"
"0.12325","3.8e-05","","0.002852263"
"0.1235","3.8e-05","","0.002852306"
"0.12375","3.8e-05","","0.002852349"
"0.124","3.8e-05","4.508","0.002852391"
"0.12425","3.8e-05","","0.002852434"
"0.1245","3.8e-05","","0.002852477"
"0.12475","3.8e-05","","0.00285252"
"0.125","3.8e-05","4.508","0.002852563"
"0.12525","5.875e-05","","0.002852629"
"0.1255","7.95e-05","","0.002852718"
"0.12575","0.00010025","","0.002852831"
"0.126","0.000121","4.508","0.002852968"
"0.12625","7.975e-05","","0.002853058"
"0.1265","3.85e-05","","0.002853101"
"0.12675","-2.75e-06","","0.002853098"
"0.127","-4.4e-05","4.508","0.002853048"
"0.12725","-4.4e-05","","0.002852999"
"0.1275","-4.4e-05","","0.002852949"
"0.12775","-4.4e-05","","0.0028529"
"0.128","-4.4e-05","4.508","0.00285285"
"0.12825","-4.4e-05","","0.0028528"
"0.1285","-4.4e-05","","0.002852751"
"0.12875","-4.4e-05","","0.002852701"
"0.129","-4.4e-05","4.508","0.002852652"
"0.12925","-2.35e-05","","0.002852625"
"0.1295","-3e-06","","0.002852622"
"0.12975","1.75e-05","","0.002852642"
"0.13","3.8e-05","4.508","0.002852684"
"0.13025","3.8e-05","","0.002852727"
"0.1305","3.8e-05","","0.00285277"
"0.13075","3.8e-05","","0.002852813"
"0.131","3.8e-05","4.508","0.002852856"
"0.13125","3.8e-05","","0.002852898"
"0.1315","3.8e-05","","0.002852941"
"0.13175","3.8e-05","","0.002852984"
"0.132","3.8e-05","4.508","0.002853027"
"0.13225","1.75e-05","","0.002853047"
"0.1325","-3e-06","","0.002853043"
"0.13275","-2.35e-05","","0.002853017"
"0.133","-4.4e-05","4.509","0.002852967"
"0.13325","-2.35e-05","","0.002852941"
"0.1335","-3e-06","","0.002852937"
"0.13375","1.75e-05","","0.002852957"
"0.134","3.8e-05","4.508","0.002853"
"0.13425","1.75e-05","","0.00285302"
"0.1345","-3e-06","","0.002853016"
"0.13475","-2.35e-05","","0.00285299"
"0.135","-4.4e-05","4.544","0.00285294"
"0.13525","-4.4e-05","","0.00285289"
"0.1355","-4.4e-05","","0.002852841"
"0.13575","-4.4e-05","","0.002852791"
"0.136","-4.4e-05","4.508","0.002852741"
"0.13625","-0.000120815","","0.002852605"
"0.1365","-3.2086e-05","","0.002852569"
"0.13675","3.1958e-05","","0.002852605"
"0.137","5.8617e-05","4.508","0.002852671"
"0.13725","3.7512e-05","","0.002852713"
"0.1375","1.124e-05","","0.002852726"
"0.13775","-6.179e-06","","0.002852719"
"0.138","-1.143e-05","4.508","0.002852706"
"0.13825","9.562e-06","","0.002852717"
"0.1385","2.1592e-05","","0.002852741"
"0.13875","2.7827e-05","","0.002852773"
"0.139","2.6971e-05","4.508","0.002852803"
"0.13925","9.817e-06","","0.002852814"
"0.1395","1.087e-06","","0.002852815"
"0.13975","-3.697e-06","","0.002852811"
"0.14","-3.735e-06","4.508","0.002852807"
"0.14025","4.377e-06","","0.002852812"
"0.1405","8.342e-06","","0.002852821"
"0.14075","1.0507e-05","","0.002852833"
"0.141","1.012e-05","4.508","0.002852845"
"0.14125","6.026e-06","","0.002852851"
"0.1415","3.923e-06","","0.002852856"
"0.14175","3.441e-06","","0.00285286"
"0.142","3.53e-06","4.508","0.002852864"
"0.14225","6.036e-06","","0.00285287"
"0.1425","7.057e-06","","0.002852878"
"0.14275","7.071e-06","","0.002852886"
"0.143","7.26e-06","4.508","0.002852895"
"0.14325","6.603e-06","","0.002852902"
"0.1435","5.884e-06","","0.002852909"
"0.14375","5.09e-06","","0.002852914"
"0.144","4.726e-06","4.508","0.00285292"
"0.14425","5.747e-06","","0.002852926"
"0.1445","5.884e-06","","0.002852933"
"0.14475","6.48e-06","","0.00285294"
"0.145","6.315e-06","4.508","0.002852947"
"0.14525","5.771e-06","","0.002852954"
"0.1455","5.823e-06","","0.00285296"
"0.14575","5.936e-06","","0.002852967"
"0.146","5.951e-06","4.508","0.002852974"
"0.14625","5.658e-06","","0.00285298"
"0.1465","5.558e-06","","0.002852986"
"0.14675","6.05e-06","","0.002852993"
"0.147","6.111e-06","4.508","0.002853"
"0.14725","6.074e-06","","0.002853007"
"0.1475","5.809e-06","","0.002853013"
"0.14775","5.771e-06","","0.00285302"
"0.148","5.695e-06","4.508","0.002853026"
"0.14825","5.634e-06","","0.002853033"
"0.1485","5.747e-06","","0.002853039"
"0.14875","5.279e-06","","0.002853045"
"0.149","5.951e-06","4.508","0.002853052"
"0.14925","5.733e-06","","0.002853058"
"0.1495","5.884e-06","","0.002853065"
"0.14975","5.861e-06","","0.002853072"
"0.15","5.733e-06","4.508","0.002853078"
"0.15025","5.596e-06","","0.002853084"
"0.1505","5.483e-06","","0.00285309"
"0.15075","5.785e-06","","0.002853097"
"0.151","5.468e-06","4.508","0.002853103"
"0.15125","5.686e-06","","0.00285311"
"0.1515","5.62e-06","","0.002853116"
"0.15175","5.383e-06","","0.002853122"
"0.152","5.331e-06","4.508","0.002853128"
"0.15225","5.71e-06","","0.002853134"
"0.1525","5.596e-06","","0.002853141"
"0.15275","5.535e-06","","0.002853147"
"0.153","5.572e-06","4.508","0.002853153"
"0.15325","5.771e-06","","0.00285316"
"0.1535","5.431e-06","","0.002853166"
"0.15375","5.733e-06","","0.002853172"
"0.154","5.544e-06","4.508","0.002853179"
"0.15425","5.747e-06","","0.002853185"
"0.1545","5.497e-06","","0.002853191"
"0.15475","5.61e-06","","0.002853198"
"0.155","5.582e-06","4.508","0.002853204"
"0.15525","5.861e-06","","0.00285321"
"0.1555","5.582e-06","","0.002853217"
"0.15575","5.369e-06","","0.002853223"
"0.156","5.421e-06","4.508","0.002853229"
"0.15625","5.459e-06","","0.002853235"
"0.1565","5.294e-06","","0.002853241"
"0.15675","5.204e-06","","0.002853247"
"0.157","5.308e-06","4.508","0.002853253"
"0.15725","5.809e-06","","0.002853259"
"0.1575","5.61e-06","","0.002853266"
"0.15775","5.218e-06","","0.002853272"
"0.158","5.431e-06","4.508","0.002853278"
"0.15825","5.204e-06","","0.002853284"
"0.1585","5.445e-06","","0.00285329"
"0.15875","5.62e-06","","0.002853296"
